date,AAVE,ADA,BTC,ETH,XMR,COMP,ALGO,SOL,DOT,BNB,XRP,DOGE,AVAX,UNI,ZEC,GRT,CASH,USDC,DAI,ATOM
2020-09-14,39.39,0.09663,10671.77,377.12,91.68,166.26,0.3816,39.25,23.04,,0.24565,0.4015,,4.2101,69.58,0.1227,1.0,1.0002,1.037207,5.385
2020-09-15,39.39,0.09313,10785.31,364.06,91.16,154.61,0.354,39.25,23.04,,0.24344,0.4015,,4.2101,69.58,0.1227,1.0,1.0004,1.021011,4.863
2020-09-16,39.39,0.09151,10954.01,365.11,88.27,152.99,0.3601,39.25,23.04,,0.24688,0.4015,,4.2101,69.58,0.1227,1.0,1.0001,1.015355,5.123
2020-09-17,39.39,0.09408,10939.99,389.36,92.82,158.4,0.3564,39.25,23.04,,0.25222,0.4015,,4.2101,69.58,0.1227,1.0,1.0001,1.021824,5.07
2020-09-18,39.39,0.09093,10933.39,384.39,92.47,153.88,0.337,39.25,23.04,,0.25081,0.4015,,6.9695,69.58,0.1227,1.0,1.0003,1.0185,4.963
2020-09-19,39.39,0.09141,11080.65,385.25,94.61,151.84,0.3419,39.25,23.04,,0.25115,0.4015,,5.7302,69.58,0.1227,1.0,1.0,1.011387,4.943
2020-09-20,39.39,0.08936,10920.28,371.04,92.63,144.5,0.3277,39.25,23.04,,0.2465,0.4015,,5.2077,69.58,0.1227,1.0,1.0,1.010818,4.66
2020-09-21,39.39,0.07983,10417.22,340.36,89.13,128.33,0.2869,39.25,23.04,,0.23075,0.4015,,4.2796,69.58,0.1227,1.0,1.0,1.009,4.085
2020-09-22,39.39,0.08146,10529.61,344.21,92.56,143.54,0.3064,39.25,23.04,,0.23313,0.4015,,3.9126,69.58,0.1227,1.0,1.0003,1.010786,4.21
2020-09-23,39.39,0.07663,10241.46,320.72,87.17,127.16,0.269,39.25,23.04,,0.22126,0.4015,,4.3683,69.58,0.1227,1.0,1.0003,1.010736,3.843
2020-09-24,39.39,0.08254,10736.32,348.97,91.84,138.59,0.2938,39.25,23.04,,0.23297,0.4015,,5.1584,69.58,0.1227,1.0,1.0003,1.011618,4.481
2020-09-25,39.39,0.09693,10686.67,351.92,92.93,139.01,0.3174,39.25,23.04,,0.24168,0.4015,,4.9219,69.58,0.1227,1.0,1.0,1.010399,4.797
2020-09-26,39.39,0.09547,10728.6,353.92,94.63,144.27,0.325,39.25,23.04,,0.2416,0.4015,,4.8653,69.58,0.1227,1.0,1.0,1.010896,4.603
2020-09-27,39.39,0.1013,10774.25,357.49,97.09,138.98,0.3206,39.25,23.04,,0.24335,0.4015,,4.8506,69.58,0.1227,1.0,1.0,1.011723,4.727
2020-09-28,39.39,0.1003,10696.12,353.96,95.12,131.53,0.3259,39.25,23.04,,0.24079,0.4015,,4.25,69.58,0.1227,1.0,1.0,1.011713,4.826
2020-09-29,39.39,0.1011,10840.48,359.79,100.51,132.8,0.3398,39.25,23.04,,0.24273,0.4015,,4.3864,69.58,0.1227,1.0,1.0001,1.010898,5.314
2020-09-30,39.39,0.10136,10776.59,359.83,108.6,133.49,0.347,39.25,23.04,,0.24184,0.4015,,4.1567,69.58,0.1227,1.0,1.0003,1.009533,5.375
2020-10-01,39.39,0.09804,10619.13,352.85,103.74,129.16,0.3349,39.25,23.04,,0.23803,0.4015,,4.2423,69.58,0.1227,1.0,0.9999,1.010692,5.143
2020-10-02,39.39,0.09286,10570.4,345.6,101.61,120.4,0.3159,39.25,23.04,,0.23404,0.4015,,3.8934,69.58,0.1227,1.0,1.0,1.011527,4.905
2020-10-03,39.39,0.09328,10542.06,345.95,103.58,121.09,0.3153,39.25,23.04,,0.23276,0.4015,,3.9074,69.58,0.1227,1.0,1.0002,1.009302,5.017
2020-10-04,39.39,0.09686,10666.63,352.37,105.46,119.6,0.312,39.25,23.04,,0.24789,0.4015,,3.722,69.58,0.1227,1.0,1.0001,1.009833,5.323
2020-10-05,39.39,0.09738,10792.21,353.62,112.73,122.13,0.3184,39.25,23.04,,0.25055,0.4015,,3.323,69.58,0.1227,1.0,1.0002,1.011891,5.369
2020-10-06,39.39,0.09289,10599.66,340.75,106.43,105.85,0.2861,39.25,23.04,,0.24565,0.4015,,2.7162,69.58,0.1227,1.0,1.0,1.010768,4.73
2020-10-07,39.39,0.09374,10666.39,341.58,110.29,110.44,0.3064,39.25,23.04,,0.24882,0.4015,,2.962,69.58,0.1227,1.0,0.9999,1.010061,4.877
2020-10-08,39.39,0.09632,10925.57,350.95,111.36,108.42,0.3084,39.25,23.04,,0.25145,0.4015,,3.3558,69.58,0.1227,1.0,0.9999,1.009949,5.042
2020-10-09,39.39,0.10129,11050.64,365.02,115.92,115.58,0.3289,39.25,23.04,,0.25314,0.4015,,3.3825,69.58,0.1227,1.0,1.0002,1.011821,5.158
2020-10-10,39.39,0.10493,11293.22,370.52,115.88,113.75,0.3264,39.25,23.04,,0.25404,0.4015,,3.296,69.58,0.1227,1.0,0.9999,1.010789,5.546
2020-10-11,39.39,0.10648,11369.02,374.16,125.81,115.77,0.3313,39.25,23.04,,0.25549,0.4015,,3.3633,69.58,0.1227,1.0,1.0002,1.010089,6.074
2020-10-12,39.39,0.10945,11528.25,386.51,129.0,116.7,0.3444,39.25,23.04,,0.25622,0.4015,,3.4651,69.58,0.1227,1.0,1.0002,1.009241,5.976
2020-10-13,39.39,0.10925,11420.56,381.04,127.97,114.0,0.3429,39.25,23.04,,0.25678,0.4015,,3.3612,69.58,0.1227,1.0,1.0001,1.010584,6.03
2020-10-14,39.39,0.10703,11417.89,378.69,128.41,107.2,0.3282,39.25,23.04,,0.24937,0.4015,,3.1114,69.58,0.1227,1.0,1.0001,1.009792,5.735
2020-10-15,39.39,0.10666,11505.12,377.64,130.22,106.88,0.315,39.25,23.04,,0.24604,0.4015,,3.084,69.58,0.1227,1.0,1.0003,1.008986,5.771
2020-10-16,39.39,0.10414,11319.32,365.5,120.62,103.55,0.3005,39.25,23.04,,0.24024,0.4015,,3.048,69.58,0.1227,1.0,1.0001,1.00928,5.417
2020-10-17,41.393,0.10598,11360.2,368.32,120.1,103.09,0.3127,39.25,23.04,,0.24064,0.4015,,3.0591,69.58,0.1227,1.0,1.0,1.008275,5.432
2020-10-18,40.795,0.10735,11503.14,378.11,124.44,104.91,0.3158,39.25,23.04,,0.24216,0.4015,,3.2884,69.58,0.1227,1.0,1.0,1.009692,5.77
2020-10-19,36.075,0.10859,11751.47,379.3,125.77,102.98,0.3039,39.25,23.04,,0.24574,0.4015,,3.1737,69.58,0.1227,1.0,1.0,1.008526,5.5
2020-10-20,32.135,0.10238,11909.99,368.52,118.25,94.81,0.2873,39.25,23.04,,0.2436,0.4015,,2.8608,69.58,0.1227,1.0,1.0,1.00931,5.03
2020-10-21,35.107,0.10589,12780.96,390.38,121.24,95.48,0.3018,39.25,23.04,,0.25146,0.4015,,2.9435,69.58,0.1227,1.0,1.0,1.009796,5.241
2020-10-22,37.948,0.11077,12968.52,413.98,127.6,102.51,0.3163,39.25,23.04,,0.25746,0.4015,,3.0438,69.58,0.1227,1.0,0.9995,1.008263,5.445
2020-10-23,41.428,0.10805,12923.07,409.11,127.47,103.18,0.3092,39.25,23.04,,0.25499,0.4015,,3.0179,69.58,0.1227,1.0,1.0,1.008339,5.367
2020-10-24,39.397,0.10797,13111.73,412.14,129.31,105.17,0.3078,39.25,23.04,,0.25632,0.4015,,2.9446,69.58,0.1227,1.0,0.9996,1.006941,5.553
2020-10-25,37.866,0.10639,13028.83,405.86,131.08,101.17,0.3024,39.25,23.04,,0.25323,0.4015,,2.7793,69.58,0.1227,1.0,1.0,1.006076,5.296
2020-10-26,35.958,0.10306,13052.19,392.52,131.42,100.18,0.291,39.25,23.04,,0.24854,0.4015,,2.7159,69.58,0.1227,1.0,1.0001,1.00739,5.156
2020-10-27,34.933,0.10256,13636.17,403.45,133.83,109.96,0.2878,39.25,23.04,,0.25277,0.4015,,2.8111,69.58,0.1227,1.0,1.0,1.01135,5.115
2020-10-28,32.43,0.09869,13266.4,388.23,126.32,107.7,0.2762,39.25,23.04,,0.24559,0.4015,,2.6714,69.58,0.1227,1.0,1.0003,1.009138,4.805
2020-10-29,29.236,0.09531,13455.7,387.13,124.38,96.91,0.2574,39.25,23.04,,0.24239,0.4015,,2.5426,69.58,0.1227,1.0,0.9998,1.0088,4.636
2020-10-30,31.055,0.0933,13560.1,382.49,122.98,92.23,0.2545,39.25,23.04,,0.2393,0.4015,,2.4163,69.58,0.1227,1.0,0.9999,1.010075,4.627
2020-10-31,29.696,0.093,13791.0,386.46,126.52,90.88,0.2488,39.25,23.04,,0.23999,0.4015,,2.2692,69.58,0.1227,1.0,1.0002,1.010377,4.619
2020-11-01,30.727,0.09827,13761.5,396.67,127.08,94.0,0.2593,39.25,23.04,,0.24009,0.4015,,2.3799,69.58,0.1227,1.0,1.0002,1.01019,4.748
2020-11-02,29.672,0.09221,13549.37,383.02,118.82,91.17,0.2471,39.25,23.04,,0.23549,0.4015,,2.2561,69.58,0.1227,1.0,1.0002,1.01039,4.606
2020-11-03,28.105,0.09357,14023.53,387.88,121.13,87.54,0.2338,39.25,23.04,,0.23948,0.4015,,2.1392,69.58,0.1227,1.0,0.9999,1.010521,4.482
2020-11-04,27.689,0.0955,14144.01,402.49,115.67,88.86,0.2388,39.25,23.04,,0.2379,0.4015,,1.9336,69.58,0.1227,1.0,1.0003,1.009865,4.395
2020-11-05,30.895,0.09752,15590.02,416.69,119.56,90.93,0.248,39.25,23.04,,0.24602,0.4015,,2.1946,69.58,0.1227,1.0,0.9999,1.010752,4.502
2020-11-06,38.546,0.1091,15579.92,455.91,119.37,95.73,0.2767,39.25,23.04,,0.25864,0.4015,,2.5704,69.58,0.1227,1.0,1.0002,1.010489,4.885
2020-11-07,44.476,0.10128,14818.3,435.21,110.96,92.56,0.2583,39.25,23.04,,0.24923,0.4015,,2.4797,69.58,0.1227,1.0,0.9999,1.01039,4.62
2020-11-08,53.852,0.10655,15475.1,454.3,120.33,97.1,0.2663,39.25,23.04,,0.25369,0.4015,,2.8665,69.58,0.1227,1.0,0.9997,1.0091,4.811
2020-11-09,55.204,0.10561,15328.41,444.32,115.89,94.9,0.2605,39.25,23.04,,0.25056,0.4015,,2.6805,69.58,0.1227,1.0,0.9997,1.008352,5.155
2020-11-10,66.989,0.1059,15297.21,450.34,115.54,102.59,0.2896,39.25,23.04,,0.25409,0.4015,,3.0784,69.58,0.1227,1.0,1.0002,1.007569,5.092
2020-11-11,54.523,0.10599,15684.24,463.09,113.13,103.11,0.2785,39.25,23.04,,0.25612,0.4015,,2.9352,69.58,0.1227,1.0,1.0,1.008533,5.041
2020-11-12,51.854,0.1046,16291.86,462.39,112.16,104.4,0.2667,39.25,23.04,,0.25499,0.4015,,2.9603,69.58,0.1227,1.0,0.9998,1.007252,5.035
2020-11-13,63.551,0.10629,16320.7,476.43,114.09,116.7,0.2807,39.25,23.04,,0.26598,0.4015,,3.8624,69.58,0.1227,1.0,0.9997,1.007482,5.222
2020-11-14,66.796,0.10411,16070.45,460.89,116.89,121.63,0.2659,39.25,23.04,,0.2686,0.4015,,3.813,69.58,0.1227,1.0,1.0,1.00723,5.059
2020-11-15,64.244,0.10046,15957.0,448.08,114.6,120.11,0.2572,39.25,23.04,,0.26964,0.4015,,3.8497,69.58,0.1227,1.0,0.9999,1.006721,4.978
2020-11-16,73.052,0.10387,16713.57,460.55,118.52,120.12,0.2713,39.25,23.04,,0.28817,0.4015,,3.5608,69.58,0.1227,1.0,0.9999,1.005973,5.089
2020-11-17,79.463,0.10947,17659.38,482.15,125.55,122.74,0.2747,39.25,23.04,,0.30278,0.4015,,3.8132,69.58,0.1227,1.0,1.0001,1.004747,5.297
2020-11-18,75.395,0.10658,17776.12,478.41,123.51,114.41,0.2673,39.25,23.04,,0.29366,0.4015,,3.4624,69.58,0.1227,1.0,1.0001,1.0039,5.111
2020-11-19,76.429,0.1059,17802.82,471.25,118.49,113.46,0.2655,39.25,23.04,,0.30386,0.4015,,3.7512,69.58,0.1227,1.0,1.0002,1.003261,5.101
2020-11-20,75.134,0.11828,18655.67,510.12,121.04,116.23,0.2843,39.25,23.04,,0.33041,0.4015,,3.8619,69.58,0.1227,1.0,0.9999,1.005305,5.271
2020-11-21,70.838,0.13334,18703.8,552.35,128.46,127.49,0.3177,39.25,23.04,,0.46241,0.4015,,3.8341,69.58,0.1227,1.0,0.9997,1.004926,5.937
2020-11-22,68.899,0.14599,18414.43,560.03,123.65,116.98,0.2982,39.25,23.04,,0.44669,0.4015,,3.6819,69.58,0.1227,1.0,0.9997,1.00276,5.495
2020-11-23,72.671,0.15445,18368.0,608.58,129.88,125.72,0.3361,39.25,23.04,,0.61686,0.4015,,4.1856,69.58,0.1227,1.0,0.9997,1.002957,5.814
2020-11-24,66.843,0.16721,19160.01,604.97,135.15,127.78,0.3584,39.25,23.04,,0.69401,0.4015,,4.0678,69.58,0.1227,1.0,0.9999,1.003371,5.979
2020-11-25,61.67,0.15473,18719.11,569.5,128.8,122.6,0.3424,39.25,23.04,,0.63053,0.4015,,3.6676,69.58,0.1227,1.0,1.0,1.002192,5.909
2020-11-26,64.339,0.13843,17149.47,519.83,119.98,106.89,0.3014,39.25,23.04,,0.537,0.4015,,3.435,69.58,0.1227,1.0,0.9997,1.002556,5.344
2020-11-27,60.843,0.14178,17139.52,518.68,117.32,104.52,0.3003,39.25,23.04,,0.56192,0.4015,,3.311,69.58,0.1227,1.0,0.9999,1.003247,5.366
2020-11-28,63.795,0.16489,17719.85,537.52,122.03,108.27,0.313,39.25,23.04,,0.62706,0.4015,,3.4638,69.58,0.1227,1.0,1.0001,1.003954,5.448
2020-11-29,68.978,0.16663,18184.99,576.3,123.94,110.8,0.3175,39.25,23.04,,0.60568,0.4015,,3.5606,69.58,0.1227,1.0,1.0001,1.0044,5.442
2020-11-30,76.146,0.17204,19695.87,616.66,130.65,112.09,0.3294,39.25,23.04,,0.66415,0.4015,,3.7743,69.58,0.1227,1.0,1.0,1.007645,5.578
2020-12-01,74.215,0.15562,18764.96,585.26,125.79,105.05,0.3081,39.25,23.04,,0.61117,0.4015,,3.5541,69.58,0.1227,1.0,1.0,1.005422,5.266
2020-12-02,86.714,0.15845,19204.09,596.89,127.92,113.86,0.3416,39.25,23.04,,0.63098,0.4015,,3.9532,69.58,0.1227,1.0,1.0,1.003474,5.515
2020-12-03,91.64,0.16398,19421.9,615.85,133.54,131.81,0.3407,39.25,23.04,,0.63098,0.4015,,3.885,69.58,0.1227,1.0,0.9998,1.003878,5.506
2020-12-04,80.843,0.14781,18650.52,567.24,126.57,127.21,0.3255,39.25,23.04,,0.5538,0.4015,,3.5232,69.58,0.1227,1.0,0.9999,1.003909,5.05
2020-12-05,92.77,0.15993,19147.66,596.8,133.49,144.02,0.3433,39.25,23.04,,0.58591,0.4015,,3.6828,69.58,0.1227,1.0,0.9999,1.004758,5.264
2020-12-06,87.92,0.15873,19359.4,601.54,134.33,137.17,0.3368,39.25,23.04,,0.62223,0.4015,,3.6534,69.58,0.1227,1.0,1.0,1.005373,5.217
2020-12-07,90.815,0.15401,19166.9,591.28,138.61,149.94,0.3312,39.25,23.04,,0.60845,0.4015,,3.7544,69.58,0.1227,1.0,0.9999,1.00558,5.097
2020-12-08,80.198,0.1412,18324.11,554.94,135.87,155.44,0.3011,39.25,23.04,,0.5588,0.4015,,3.2977,69.58,0.1227,1.0,0.9998,1.005706,4.734
2020-12-09,82.56,0.14796,18541.28,573.09,132.46,164.69,0.3057,39.25,23.04,,0.58313,0.4015,,3.3577,69.47,0.1227,1.0,0.9998,1.003726,4.804
2020-12-10,76.542,0.14188,18254.63,558.99,133.6,149.17,0.2944,39.25,23.04,,0.57194,0.4015,,3.2399,65.94,0.1227,1.0,0.9998,1.004685,4.657
2020-12-11,74.792,0.13926,18036.53,544.43,141.43,142.55,0.2883,39.25,23.04,,0.55074,0.4015,,2.9631,63.57,0.1227,1.0,0.9998,1.004304,4.709
2020-12-12,77.859,0.14438,18808.69,568.04,146.82,144.59,0.3091,39.25,23.04,,0.50679,0.4015,,3.1231,66.0,0.1227,1.0,1.0,1.003337,5.07
2020-12-13,83.96,0.15406,19174.99,590.7,152.12,147.39,0.3092,39.25,23.04,,0.5131,0.4015,,3.3361,68.2,0.1227,1.0,0.9998,1.003201,5.192
2020-12-14,86.423,0.15877,19273.14,586.29,152.52,153.07,0.3131,39.25,23.04,,0.49777,0.4015,,3.4871,68.14,0.1227,1.0,1.0,1.002052,5.228
2020-12-15,87.15,0.15381,19426.43,588.64,150.5,150.0,0.3249,39.25,23.04,,0.46885,0.4015,,3.3296,67.79,0.1227,1.0,1.0,1.002266,5.289
2020-12-16,87.618,0.16814,21335.52,637.18,158.93,155.5,0.3402,39.25,23.04,,0.5701,0.4015,,3.5403,73.17,0.1227,1.0,0.9999,1.00255,5.493
2020-12-17,85.077,0.16336,22797.16,642.7,160.42,177.36,0.3322,39.25,23.04,,0.57848,0.4015,,3.6968,74.36,0.1227,1.0,0.9999,1.001497,5.362
2020-12-18,90.435,0.16502,23107.39,653.85,154.44,160.41,0.3537,39.25,23.04,,0.58474,0.4015,,3.7655,74.04,0.2617,1.0,0.9999,1.00188,5.331
2020-12-19,89.093,0.16433,23821.61,658.03,154.6,155.94,0.3561,39.25,23.04,,0.57786,0.4015,,3.9606,73.66,0.4785,1.0,1.0001,1.003158,5.292
2020-12-20,85.767,0.16201,23455.52,638.18,152.42,153.7,0.3396,39.25,23.04,,0.55632,0.4015,,3.7539,73.62,0.7453,1.0,0.9999,1.000846,5.034
2020-12-21,80.842,0.15278,22719.71,607.58,145.66,141.71,0.3248,39.25,23.04,,0.51467,0.4015,,3.5113,67.93,0.4722,1.0,0.9999,1.000688,5.041
2020-12-22,84.345,0.15646,23810.79,636.45,156.56,145.35,0.3366,39.25,23.04,,0.44667,0.4015,,3.7344,67.75,0.5461,1.0,0.9999,1.002056,4.942
2020-12-23,75.431,0.13635,23232.76,585.56,150.92,129.54,0.2891,39.25,23.04,,0.26001,0.4015,,3.3137,55.57,0.4111,1.0,0.9999,1.00254,4.398
2020-12-24,80.562,0.15304,23729.2,612.31,156.86,136.62,0.3141,39.25,23.04,,0.33782,0.4015,,3.5215,62.15,0.4101,1.0,1.0001,1.002976,4.958
2020-12-25,79.742,0.15761,24712.47,626.82,159.14,137.71,0.3088,39.25,23.04,,0.31855,0.4015,,3.4976,64.37,0.3592,1.0,1.0001,1.002257,4.911
2020-12-26,75.212,0.15839,26493.39,637.44,168.21,129.97,0.3093,39.25,23.04,,0.29434,0.4015,,3.4166,66.57,0.4855,1.0,1.0,1.002227,4.806
2020-12-27,76.919,0.15467,26281.66,685.11,156.99,131.29,0.3185,39.25,23.04,,0.28339,0.4015,,3.593,66.88,0.396,1.0,1.0001,1.003507,4.841
2020-12-28,81.887,0.17627,27079.41,730.41,166.64,143.37,0.3576,39.25,23.04,,0.24745,0.4015,,3.7294,69.03,0.3804,1.0,1.0001,1.003499,5.384
2020-12-29,78.169,0.19067,27385.0,732.0,161.54,139.33,0.3462,39.25,23.04,,0.22127,0.4015,,3.6786,65.24,0.373,1.0,1.0001,1.004271,5.62
2020-12-30,81.117,0.18389,28875.54,752.17,159.55,157.17,0.3355,39.25,23.04,,0.21138,0.4015,,4.1497,64.12,0.3747,1.0,0.9999,1.003531,5.432
2020-12-31,88.503,0.18134,28923.63,736.42,156.22,149.27,0.3363,39.25,23.04,,0.2195,0.4015,,5.162,64.11,0.3513,1.0,0.9997,1.003932,6.485
2021-01-01,90.909,0.17509,29331.69,728.91,135.81,145.97,0.3991,39.25,23.04,,0.23804,0.4015,,4.7478,56.9,0.3622,1.0,0.9999,1.004911,5.879
2021-01-02,85.888,0.17742,32178.33,774.56,143.52,136.66,0.4082,39.25,23.04,,0.22108,0.4015,,4.856,57.55,0.3278,1.0,1.0002,1.000689,5.422
2021-01-03,94.185,0.20615,33000.05,978.28,138.26,147.14,0.4258,39.25,23.04,,0.22518,0.4015,,5.5241,59.41,0.2991,1.0,1.0,1.003419,5.842
2021-01-04,114.322,0.22528,31988.71,1041.43,133.79,151.21,0.4495,39.25,23.04,,0.23601,0.4015,,5.4248,60.47,0.3096,1.0,1.0001,1.001753,6.042
2021-01-05,119.8,0.25873,33949.53,1099.56,136.0,162.02,0.4807,39.25,23.04,,0.22635,0.4015,,6.2715,59.81,0.3385,1.0,0.9999,1.003409,6.212
2021-01-06,115.719,0.33309,36769.36,1208.42,142.31,184.52,0.513,39.25,23.04,,0.24905,0.4015,,6.437,64.02,0.3706,1.0,0.9999,1.002212,6.697
2021-01-07,115.235,0.29928,39432.28,1224.87,142.9,172.56,0.4615,39.25,23.04,,0.32407,0.4015,,6.2745,67.91,0.3459,1.0,0.9999,1.001727,6.262
2021-01-08,110.686,0.30389,40582.81,1216.93,142.11,165.73,0.4557,39.25,23.04,,0.3211,0.4015,,5.8751,68.75,0.3292,1.0,0.9999,1.000796,5.942
2021-01-09,117.674,0.33062,40088.22,1276.0,147.4,180.63,0.4868,39.25,23.04,,0.32547,0.4015,,6.2453,78.81,0.3493,1.0,0.9999,1.002209,6.576
2021-01-10,126.987,0.30153,38150.02,1254.25,184.89,194.67,0.4575,39.25,23.04,,0.31525,0.4015,,5.9887,96.42,0.3266,1.0,0.9999,1.000107,6.42
2021-01-11,114.329,0.2757,35404.47,1087.01,157.96,168.45,0.4178,39.25,23.04,,0.28781,0.4015,,5.2521,88.16,0.2904,1.0,1.0,1.000481,5.734
2021-01-12,127.74,0.28888,34051.24,1050.16,159.09,183.61,0.3989,39.25,23.04,,0.29251,0.4015,,5.5909,99.52,0.277,1.0,1.0,0.9995,5.707
2021-01-13,146.778,0.3123,37371.38,1129.89,171.55,211.12,0.4505,39.25,23.04,,0.30578,0.4015,,6.3398,117.36,0.3247,1.0,0.9999,0.999785,6.245
2021-01-14,147.766,0.31201,39144.5,1231.62,163.81,214.52,0.4557,39.25,23.04,,0.29573,0.4015,,6.9473,111.82,0.3332,1.0,0.9999,1.001064,6.478
2021-01-15,166.525,0.30188,36742.22,1168.53,156.98,202.43,0.4866,39.25,23.04,,0.28058,0.4015,,7.365,103.41,0.3378,1.0,1.0,1.000371,7.907
2021-01-16,181.145,0.35071,35994.98,1227.83,155.56,206.85,0.5189,39.25,23.04,,0.27904,0.4015,,8.3963,108.25,0.4658,1.0,0.9999,1.000134,9.044
